Name,Team,Level,Age,PA,BB%,K%,AVG,OBP,SLG,OPS,ISO,BABIP,wOBA,wRC+,PlayerId
Darlyn Montero,OAK,CPX,20,165,0.09090909,0.23030303,0.24137931,0.32317073,0.35172414,0.67489487,0.11034483,0.31132075,0.322575681,90.01368436,sa3009324
Eddinson Paulino,BOS,A,19,539,0.1187384,0.19480519,0.26565875,0.35873606,0.46868251,0.82741857,0.20302376,0.31428571,0.38076145,127.4312573,sa3009538
Yohendrick Pinango,CHC,A+,20,495,0.06060606,0.17777778,0.25,0.2969697,0.39439655,0.69136625,0.14439655,0.28374656,0.31306135,91.2242243,sa3009539
Isaac Bellony,BAL,"A,A+",20,382,0.12041885,0.38481675,0.2347561,0.33246073,0.3902439,0.72270463,0.1554878,0.38285714,0.337716027,101.2365299,sa3009542
Juan Brito,COL,A,20,497,0.15694165,0.14285714,0.28606965,0.40688259,0.47014925,0.87703184,0.1840796,0.3190184,0.404569219,129.4624106,sa3009808
Sergio Campana,PIT,A,20,393,0.13486005,0.38167939,0.21036585,0.33248082,0.32317073,0.65565155,0.11280488,0.3583815,0.318118389,94.83486408,sa3009834
Kenedy Corona,HOU,"A,A+",22,467,0.10492505,0.22698073,0.27804878,0.36188437,0.49512195,0.85700632,0.21707317,0.33101045,0.386297831,132.4271039,sa3009845
Matthew Acosta,SDP,"A,A+,AA",24,372,0.11290323,0.25,0.225,0.31707317,0.346875,0.66394817,0.121875,0.29017857,0.309713842,82.31497436,sa3009870
Luke Ritter,NYM,"AA,AAA",25,533,0.11069418,0.30956848,0.20350109,0.31144465,0.36105033,0.67249498,0.15754924,0.27857143,0.305977751,86.72551716,sa3009878
Isaac Collins,COL,AA,24,448,0.12946429,0.20089286,0.22133333,0.33710407,0.34666667,0.68377074,0.12533334,0.27758007,0.314271873,93.38070003,sa3009884
Joey Ortiz,BAL,"AA,AAA",23,600,0.08333333,0.16333333,0.283859,0.34891486,0.47680891,0.82572377,0.19294991,0.31455399,0.360719093,122.3108438,sa3009889
Aaron Schunk,COL,AA,24,497,0.07243461,0.23138833,0.25777778,0.31589537,0.42666667,0.74256204,0.16888889,0.31192661,0.325331655,100.6297233,sa3009957
Brenton Doyle,COL,"AA,AAA",24,548,0.05109489,0.3120438,0.25641026,0.29981718,0.47337278,0.77318996,0.21696252,0.32911392,0.332395691,103.6738203,sa3009965
Carter Aldrete,SFG,"A+,AA",24,435,0.09425287,0.23678161,0.26753247,0.33640553,0.4961039,0.83250943,0.22857143,0.3071161,0.363741124,124.9682711,sa3010008
Jake Alu,WSN,"AA,AAA",25,567,0.08994709,0.18165785,0.29880478,0.36507937,0.5059761,0.87105547,0.20717132,0.33591731,0.377279807,131.4399506,sa3010009
Tyler Osik,CHW,"A+,AA",25,412,0.09223301,0.23300971,0.29608939,0.38106796,0.44972067,0.83078863,0.15363128,0.3715415,0.379029079,128.2712287,sa3010017
Jairo Pomares,SFG,"A+,CPX",21,402,0.0920398,0.32089552,0.26628895,0.33924051,0.47592068,0.81516119,0.20963173,0.36842105,0.363311564,123.6131141,sa3010023
Bryan Ramos,CHW,"A+,AA",20,519,0.0867052,0.16570328,0.26623377,0.33783784,0.45454545,0.79238329,0.18831168,0.28212291,0.355780519,113.4303199,sa3010024
Joe Naranjo,CLE,A+,21,514,0.15953307,0.25486381,0.23529412,0.36381323,0.41411765,0.77793088,0.17882353,0.29496403,0.357635113,119.9093624,sa3010025
Jack Dunn,WSN,"AA,AAA",25,455,0.11648352,0.20659341,0.24358974,0.33849558,0.31538462,0.6538802,0.07179488,0.30976431,0.304402827,86.17067123,sa3010029
Julian Escobedo,CLE,AA,24,439,0.09111617,0.19589977,0.21485411,0.30574713,0.32625995,0.63200708,0.11140584,0.25517241,0.289532811,77.16573099,sa3010030
Brandon Lewis,LAD,AA,23,436,0.06422018,0.33715596,0.20906801,0.2706422,0.43828715,0.70892935,0.22921914,0.25652174,0.307041331,73.12531249,sa3010035
Yordys Valdes,CLE,"A,A+",20,472,0.08262712,0.20974576,0.24292453,0.30851064,0.30424528,0.61275592,0.06132075,0.30674847,0.295487199,75.84368136,sa3010037
Grant McCray,SFG,"A,A+",21,569,0.11775044,0.29876977,0.28893443,0.3831283,0.51434426,0.89747256,0.22540983,0.39464883,0.401772069,130.0329054,sa3010042
DJ Gladney,CHW,"A,AA",20,518,0.08687259,0.33397683,0.23706897,0.30888031,0.41810345,0.72698376,0.18103448,0.32971014,0.33496329,98.80400256,sa3010043
Greg Jones,TBR,AA,24,358,0.07541899,0.3575419,0.23824451,0.31843575,0.39184953,0.71028528,0.15360502,0.36956522,0.322252348,88.48918357,sa3010151
Cody Freeman,TEX,A+,21,436,0.09174312,0.16055046,0.23376623,0.31192661,0.36623377,0.67816038,0.13246754,0.25081433,0.31245336,86.98356532,sa3010153
Omar Hernandez,KCR,A,20,359,0.0724234,0.21727019,0.23125,0.29226361,0.29375,0.58601361,0.0625,0.30165289,0.283219713,68.13900908,sa3010155
Ripken Reyes,SDP,"A+,AA",25,416,0.11298077,0.12980769,0.23333333,0.36945813,0.32121212,0.69067025,0.08787879,0.27075812,0.335789107,97.00541201,sa3010159
Blaine Crim,TEX,"AA,AAA",25,588,0.08673469,0.16156463,0.29320388,0.35714286,0.48543689,0.84257975,0.19223301,0.3097561,0.369237776,111.6861021,sa3010170
Blake Sabol,PIT,"AA,AAA",24,513,0.10721248,0.25146199,0.28411633,0.3625731,0.4966443,0.8592174,0.21252797,0.35294118,0.373257651,130.4927401,sa3010269
Jared Triolo,PIT,AA,24,495,0.12727273,0.17575758,0.28235294,0.37575758,0.41882353,0.79458111,0.13647059,0.33333333,0.356067101,120.7749622,sa3010272
Kellen Strahm,TEX,AA,25,433,0.15011547,0.21939954,0.27683616,0.39211137,0.40677966,0.79889103,0.1299435,0.34509804,0.369963719,112.1918512,sa3010278
Dustin Harris,TEX,AA,22,382,0.10994764,0.19371728,0.25679758,0.34554974,0.47129909,0.81684883,0.21450151,0.27868852,0.3608045,106.5051789,sa3010279
Grae Kessinger,HOU,AA,24,500,0.138,0.226,0.21140143,0.32730924,0.36579572,0.69310496,0.15439429,0.24745763,0.320686886,81.59741012,sa3010327
Tyler Tolbert,KCR,A+,24,517,0.10638298,0.2417795,0.22371365,0.3125,0.34004474,0.65254474,0.11633109,0.29721362,0.303110512,84.82043097,sa3010337
Jackson Cluff,WSN,AA,25,406,0.0862069,0.31527094,0.19382022,0.27680798,0.30898876,0.58579674,0.11516854,0.28,0.268032125,63.07332209,sa3010342
Nelson Maldonado,CHC,"AA,AAA",25,411,0.07055961,0.21167883,0.27882038,0.33007335,0.45844504,0.78851839,0.17962466,0.3297491,0.34615114,105.693153,sa3010389
Nick Quintana,CIN,"A+,AA",24,440,0.14090909,0.22727273,0.24462366,0.35763098,0.38709677,0.74472775,0.14247311,0.30798479,0.345531567,107.72672,sa3010390
Darius Hill,CHC,"AA,AAA",24,574,0.05923345,0.13414634,0.31439394,0.35901926,0.45265152,0.81167078,0.13825758,0.35201794,0.359705165,114.7975567,sa3010395
Andre Lipcius,DET,"AA,AAA",24,560,0.15357143,0.15892857,0.27705628,0.39107143,0.43506494,0.82613637,0.15800866,0.31521739,0.370318911,127.6838943,sa3010401
Jake Holton,DET,"A+,AA",24,496,0.14516129,0.18951613,0.25990099,0.39191919,0.41831683,0.81023602,0.15841584,0.30769231,0.376126641,131.8551119,sa3010599
Garrett Frechette,SFG,A,21,408,0.04656863,0.24019608,0.25531915,0.29802956,0.34574468,0.64377424,0.09042553,0.3297491,0.299371525,67.09399594,sa3010636
Orelvis Martinez,TOR,AA,20,492,0.08130081,0.28455285,0.20323326,0.28629857,0.44572748,0.73202605,0.24249422,0.21722846,0.318952753,96.44873592,sa3010692
Nasim Nunez,MIA,"A+,AA",21,549,0.17304189,0.25318761,0.25113122,0.38419118,0.31674208,0.70093326,0.06561086,0.35737705,0.338864011,105.1480835,sa3010695
Victor Mesa Jr.,MIA,A+,20,525,0.10095238,0.19047619,0.24347826,0.32313576,0.34565217,0.66878793,0.10217391,0.29639889,0.309813649,89.13418864,sa3010700
Cade Bunnell,ATL,"A+,AA",25,463,0.18790497,0.35853132,0.23097826,0.38012959,0.41576087,0.79589046,0.18478261,0.36649215,0.367091125,120.151059,sa3010702
Andrew Navigato,DET,"A+,AA",24,467,0.06638116,0.18201285,0.2566586,0.3254818,0.44794189,0.77342369,0.19128329,0.27672956,0.339637035,109.7335071,sa3010703
Keoni Cavaco,MIN,A,21,396,0.05555556,0.34848485,0.23097826,0.27525253,0.39673913,0.67199166,0.16576087,0.33183857,0.307872021,88.29304242,sa3010706
Andres Alvarez,PIT,AA,25,443,0.14446953,0.27765237,0.2201087,0.33936652,0.42934783,0.76871435,0.20923913,0.26521739,0.341633647,111.3147001,sa3010710
Stephen Paolini,ATL,A,21,468,0.13675214,0.27350427,0.21827411,0.33119658,0.33248731,0.66368389,0.1142132,0.29924242,0.320988969,91.09763302,sa3010720
Chase Strumpf,CHC,AA,24,486,0.15020576,0.33333333,0.23409669,0.37860082,0.4605598,0.83916062,0.22646311,0.33649289,0.379336534,125.1855232,sa3010845
Anthony Volpe,NYY,"AA,AAA",21,596,0.1090604,0.19798658,0.24853229,0.34228188,0.45988258,0.80216446,0.21135029,0.27894737,0.351825782,116.8799488,sa3010868
Kadon Morton,ATL,"A,A+",21,433,0.13163972,0.33487298,0.22554348,0.33718245,0.38315217,0.72033462,0.15760869,0.33018868,0.342208126,104.0044922,sa3010870
William Lugo,NYM,"A,A+",20,478,0.10460251,0.24476987,0.26252983,0.34728033,0.43198091,0.77926124,0.16945108,0.32989691,0.360343336,120.6172428,sa3010876
Daniel Mateo,TEX,"A,A+",20,443,0.05417607,0.25282167,0.27205882,0.31828442,0.41176471,0.73004913,0.13970589,0.34256055,0.336822727,100.8555593,sa3010886
Hudson Head,PIT,A+,21,420,0.11190476,0.33571429,0.23398329,0.34285714,0.38718663,0.73004377,0.15320334,0.35406699,0.339259516,103.8540782,sa3010889
Troy Johnston,MIA,"AA,AAA",25,492,0.10162602,0.19308943,0.26056338,0.34419552,0.42253521,0.76673073,0.16197183,0.29938272,0.343459283,102.9485183,sa3010899
Will Holland,MIN,"A+,AA",24,444,0.12612613,0.30855856,0.22727273,0.33860045,0.36631016,0.70491061,0.13903743,0.32758621,0.328006444,96.86682997,sa3011204
Christian Koss,BOS,AA,24,532,0.04699248,0.2575188,0.2602459,0.30885122,0.43032787,0.73917909,0.17008197,0.32352941,0.322159549,98.55059807,sa3011227
Drew Mendoza,WSN,A+,24,392,0.0994898,0.30357143,0.20797721,0.28826531,0.31623932,0.60450463,0.10826211,0.2920354,0.280861819,67.10135997,sa3011256
Tyler Fitzgerald,SFG,AA,24,519,0.07129094,0.32947977,0.22857143,0.31007752,0.42417582,0.73425334,0.19560439,0.30970149,0.324140547,99.84902334,sa3011257
Drew Campbell,ATL,A+,24,413,0.08958838,0.21307506,0.27100271,0.33980583,0.37669377,0.7164996,0.10569106,0.33574007,0.330928672,98.61104296,sa3011264
Jase Bowen,PIT,"A,A+",21,526,0.08174905,0.2756654,0.25586354,0.32509506,0.42217484,0.7472699,0.1663113,0.32907348,0.344413573,110.8874324,sa3011267
Thomas Dillard,MIL,AA,24,516,0.15697674,0.30426357,0.23294118,0.36434109,0.39058824,0.75492933,0.15764706,0.3372093,0.347229754,104.5458085,sa3011308
Darell Hernaiz,BAL,"A,A+,AA",20,452,0.07743363,0.17920354,0.27339901,0.34070796,0.43842365,0.77913161,0.16502464,0.31329114,0.353732808,112.393131,sa3011309
Jeremy De La Rosa,WSN,"A,A+",20,448,0.10714286,0.25669643,0.27959698,0.35794183,0.43576826,0.79371009,0.15617128,0.36764706,0.367828957,119.4608963,sa3011329
Darrien Miller,MIL,A+,21,381,0.12860892,0.22047244,0.22368421,0.37203166,0.38815789,0.76018955,0.16447368,0.26666667,0.357800395,120.0157283,sa3011330
Hunter Bishop,SFG,"A+,CPX",24,360,0.08611111,0.325,0.23343849,0.31843575,0.40378549,0.72222124,0.170347,0.32446809,0.328294303,102.7683208,sa3011413
Andrew Daschbach,BAL,AA,24,402,0.13681592,0.41044776,0.19148936,0.32835821,0.36170213,0.69006034,0.17021277,0.31372549,0.316709666,94.97852743,sa3011414
Marcus Lee Sang,PHI,"A,A+",21,413,0.09200969,0.29297821,0.25824176,0.33737864,0.39835165,0.73573029,0.14010989,0.35319149,0.343351463,110.0732193,sa3011445
Stephen Scott,BOS,"A+,AA",25,410,0.16097561,0.1902439,0.21856287,0.34634146,0.37724551,0.72358697,0.15868264,0.24901186,0.330231043,102.0426625,sa3011469
Yolbert Sanchez,CHW,"AA,AAA",25,546,0.07326007,0.14285714,0.28744939,0.34622468,0.34412955,0.69035423,0.05668016,0.33413462,0.31822538,88.78293031,sa3011471
T.J. Schofield-Sam,OAK,A,21,454,0.04845815,0.17400881,0.2591687,0.3215859,0.37408313,0.69566903,0.11491443,0.30395137,0.323383518,81.32995363,sa3011501
Michael Busch,LAD,"AA,AAA",24,641,0.11544462,0.26053042,0.27355072,0.3650546,0.51630435,0.88135895,0.24275363,0.33147632,0.378772702,117.7757915,sa3011540
Luke Berryhill,HOU,"AA,CPX",24,442,0.14705882,0.2760181,0.25555556,0.3800905,0.40833333,0.78842383,0.15277777,0.34482759,0.364302207,108.7609842,sa3011587
Tyler Reichenborn,STL,"A,A+",23,501,0.11576846,0.19560878,0.25598086,0.35845214,0.3492823,0.70773444,0.09330144,0.31329114,0.335977698,106.0846257,sa3011628
Jonny DeLuca,LAD,"A+,AA",23,440,0.10227273,0.16590909,0.25984252,0.34703196,0.54068241,0.88771437,0.28083989,0.25783972,0.385974774,133.7231531,sa3011644
Kameron Misner,TBR,AA,24,510,0.16862745,0.30392157,0.25060241,0.38431373,0.4313253,0.81563903,0.18072289,0.3562753,0.371768714,120.3205804,sa3011656
Dasan Brown,TOR,"A,A+,CPX",20,360,0.09166667,0.28333333,0.28338762,0.38268156,0.42019544,0.802877,0.13680782,0.405,0.375475296,131.4154575,sa3011717
Shane Sasaki,TBR,A,21,402,0.12189055,0.22885572,0.32369942,0.41044776,0.49710983,0.90755759,0.17341041,0.41532258,0.419366765,150.8980928,sa3011754
Kyren Paris,LAA,"A+,AA,CPX",20,452,0.13495575,0.29646018,0.24064171,0.3632287,0.4171123,0.780341,0.17647059,0.34210526,0.358162887,120.2746493,sa3011768
Willy Vasquez,TBR,A,20,492,0.07317073,0.25609756,0.25612472,0.31300813,0.40979955,0.72280768,0.15367483,0.33123028,0.334094481,99.06402063,sa3011821
Jesus Bugarin,COL,CPX,20,202,0.07425743,0.24752475,0.33695652,0.39108911,0.50543478,0.89652389,0.16847826,0.44274809,0.411962669,143.023025,sa3011857
Trei Cruz,DET,"A+,AA",23,497,0.16297787,0.23742455,0.23114355,0.35412475,0.35523114,0.70935589,0.12408759,0.3,0.332222236,103.6111233,sa3014420
Baron Radcliff,PHI,A+,23,408,0.14705882,0.3995098,0.23699422,0.3504902,0.43930636,0.78979656,0.20231214,0.38922156,0.358697829,116.0876226,sa3014424
Alika Williams,TBR,"A+,AA,AAA",23,425,0.12705882,0.19529412,0.24930748,0.35294118,0.3767313,0.72967248,0.12742382,0.29411765,0.339852401,103.8535331,sa3014427
David Hamilton,BOS,AA,24,531,0.10546139,0.22410546,0.25053996,0.33840304,0.40172786,0.7401309,0.1511879,0.31231231,0.331128173,104.4289924,sa3014434
Alerick Soularie,MIN,A+,22,389,0.12339332,0.27249357,0.22727273,0.33419023,0.38181818,0.71600841,0.15454545,0.29816514,0.330784819,102.6300408,sa3014436
Austin Wells,NYY,"A,A+,AA",22,402,0.13930348,0.2238806,0.27678571,0.385,0.51190476,0.89690476,0.23511905,0.31877729,0.396825955,144.7853586,sa3014440
Gage Workman,DET,AA,22,515,0.06601942,0.4,0.22526316,0.27626459,0.41473684,0.69100143,0.18947368,0.35907336,0.300327523,84.24101639,sa3014441
Edouard Julien,MIN,AA,23,508,0.19291339,0.24606299,0.3,0.44094488,0.49,0.93094488,0.19,0.39312977,0.421670073,144.2947059,sa3014445
Trevor Hauver,TEX,"A+,AA",23,447,0.20805369,0.25055928,0.21958457,0.38702461,0.4272997,0.81432431,0.20771513,0.26027397,0.372468861,122.4924471,sa3014448
Hudson Haskin,BAL,AA,23,466,0.09227468,0.2167382,0.26356589,0.36659436,0.45478036,0.82137472,0.19121447,0.31294964,0.364014053,125.9837124,sa3014449
Daniel Cabrera,DET,"A+,AA",23,514,0.09338521,0.18677043,0.23747277,0.30933852,0.35076253,0.66010105,0.11328976,0.28055556,0.298955951,82.77798314,sa3014452
Austin Martin,MIN,"AA,CPX",23,416,0.11778846,0.13221154,0.24127907,0.36778846,0.31686047,0.68464893,0.0755814,0.28027682,0.33318955,89.44934808,sa3014454
Pete Crow-Armstrong,CHC,"A,A+",20,471,0.07643312,0.21656051,0.31205674,0.37579618,0.52009456,0.89589074,0.20803782,0.37662338,0.401805016,144.4326621,sa3014458
Isaiah Greene,CLE,A,20,476,0.20378151,0.2394958,0.22641509,0.39285714,0.33962264,0.73247978,0.11320755,0.31372549,0.363504052,116.9410818,sa3014460
Petey Halpin,CLE,A+,20,434,0.10368664,0.21198157,0.2617801,0.34642032,0.38481675,0.73123707,0.12303665,0.32982456,0.337955373,107.2446016,sa3014461
Jordan Walker,STL,AA,20,536,0.10820896,0.21641791,0.30585683,0.3880597,0.50976139,0.89782109,0.20390456,0.36526946,0.395680377,128.1585181,sa3014464
Owen Caissie,CHC,A+,19,433,0.11547344,0.28637413,0.25396825,0.34872979,0.4021164,0.75084619,0.14814815,0.34979424,0.346293709,112.6106803,sa3014465
Jake Vogel,LAD,A,20,499,0.10420842,0.22244489,0.23611111,0.32665331,0.33564815,0.66230146,0.09953704,0.30981595,0.316485824,77.24052696,sa3014473
Coby Mayo,BAL,"A+,AA,CPX",20,439,0.09111617,0.25968109,0.24742268,0.32574032,0.45618557,0.78192589,0.20876289,0.2972973,0.346658913,110.4333947,sa3014479
Casey Schmitt,SFG,"A+,AA,AAA",23,526,0.09125475,0.22813688,0.29273504,0.36501901,0.48931624,0.85433525,0.1965812,0.35151515,0.378282386,134.2576447,sa3014484
Tyler Gentry,KCR,"A+,AA",23,483,0.1242236,0.2173913,0.32587065,0.42236025,0.54228856,0.96464881,0.21641791,0.38732394,0.425626305,152.0848582,sa3014485
Tyler Soderstrom,OAK,"A+,AA,AAA",20,556,0.07194245,0.26079137,0.26732673,0.32374101,0.5009901,0.82473111,0.23366337,0.31454006,0.360030296,116.4210598,sa3014489
Evan Carter,TEX,"A+,AA",19,475,0.13473684,0.17052632,0.29471033,0.39662447,0.48866499,0.88528946,0.19395466,0.33870968,0.398102801,140.1480055,sa3014490
Aaron Sabato,MIN,"A+,AA",23,447,0.13199105,0.31767338,0.21505376,0.33557047,0.43817204,0.77374251,0.22311828,0.27230047,0.348778947,111.0929001,sa3014494
Kaden Polcovich,SEA,AA,23,524,0.11259542,0.22519084,0.24168514,0.34541985,0.38580931,0.73122916,0.14412417,0.30124224,0.335975961,91.08991753,sa3014496
Jordan Westburg,BAL,"AA,AAA",23,622,0.11254019,0.23633441,0.26470588,0.35530547,0.49632353,0.851629,0.23161765,0.31536388,0.372080466,126.3889261,sa3014499
Thomas Saggese,TEX,"A+,AA",20,441,0.06802721,0.21995465,0.3117207,0.36136364,0.50623441,0.86759805,0.19451371,0.37414966,0.383923047,131.3304312,sa3014503
Masyn Winn,STL,"A+,AA",20,550,0.11454545,0.20909091,0.28270042,0.36380256,0.46835443,0.83215699,0.18565401,0.34366197,0.37057102,117.0984247,sa3014506
David Calabrese,LAA,A,19,488,0.10245902,0.23770492,0.25,0.32581967,0.38679245,0.71261212,0.13679245,0.31730769,0.32874136,84.50644991,sa3014507
Nick Loftin,KCR,"AA,AAA",23,593,0.09274874,0.16526138,0.25387597,0.33276451,0.40310078,0.73586529,0.14922481,0.28009828,0.331798346,91.04218844,sa3014511
Zac Veen,COL,"A+,AA",20,541,0.11829945,0.24399261,0.24463519,0.34011091,0.38412017,0.72423108,0.13948498,0.31192661,0.330754364,103.8129195,sa3014516
Austin Hendrick,CIN,"A,A+",21,444,0.09684685,0.37162162,0.21649485,0.30630631,0.43298969,0.739296,0.21649484,0.30582524,0.33447768,105.1169267,sa3014521
Drew Romo,COL,A+,20,420,0.08333333,0.19285714,0.2540107,0.32142857,0.37165775,0.69308632,0.11764705,0.30612245,0.31572953,94.7406588,sa3014522
Casey Martin,PHI,A+,23,431,0.05104408,0.23433875,0.18090452,0.23488372,0.28140704,0.51629076,0.10050252,0.22711864,0.239230995,40.90091056,sa3014524
A.J. Vukovich,ARI,"A+,AA",20,493,0.03853955,0.23935091,0.27564103,0.30831643,0.44871795,0.75703438,0.17307692,0.33432836,0.334937871,105.4548298,sa3014525
Justin Foscue,TEX,AA,23,460,0.09782609,0.14347826,0.2875,0.3673913,0.4825,0.8498913,0.195,0.30769231,0.376814495,116.4452834,sa3014527
Dillon Dingler,DET,AA,23,448,0.10044643,0.31919643,0.2377261,0.33333333,0.41860465,0.75193798,0.18087855,0.33476395,0.334288621,106.5004767,sa3014528
Jordan Nwogu,CHC,A+,23,378,0.0978836,0.23809524,0.26461538,0.35714286,0.49846154,0.8556044,0.23384616,0.31696429,0.381007061,134.9502186,sa3014530
Joey Wiemer,MIL,"AA,AAA",23,548,0.10036496,0.26824818,0.25619835,0.33576642,0.46487603,0.80064245,0.20867768,0.321875,0.352396324,108.9683156,sa3014531
Blaze Jordan,BOS,"A,A+",19,521,0.09213052,0.18042226,0.28941685,0.36276392,0.44492441,0.80768833,0.15550756,0.33888889,0.373514809,123.5342708,sa3014537
Milan Tolentino,CLE,"A,A+",20,496,0.15322581,0.27419355,0.26699029,0.38104839,0.36893204,0.74998043,0.10194175,0.38267148,0.357161506,116.1590522,sa3014544
Nick Yorke,BOS,A+,20,373,0.08847185,0.25201072,0.23145401,0.30294906,0.36498516,0.66793422,0.13353115,0.28755365,0.307430942,83.82269596,sa3014546
Zach DeLoach,SEA,AA,23,499,0.14228457,0.23847695,0.25837321,0.36873747,0.40909091,0.77782838,0.1507177,0.32413793,0.355256195,103.0604103,sa3014547
Zavier Warren,MIL,"A+,AA",23,525,0.09333333,0.20571429,0.22580645,0.30666667,0.37419355,0.68086022,0.1483871,0.26647564,0.311003704,88.1512062,sa3014549
Kevin Made,CHC,"A,A+",19,408,0.1127451,0.19607843,0.22727273,0.32186732,0.375,0.69686732,0.14772727,0.26315789,0.327048581,95.64291299,sa3014679
Michel Triana,CIN,"A,A+",22,434,0.08525346,0.30184332,0.20418848,0.2886836,0.37958115,0.66826475,0.17539267,0.26556017,0.309288081,89.12946371,sa3014681
Adael Amador,COL,A,19,555,0.15675676,0.12072072,0.29175947,0.41485507,0.4454343,0.86028937,0.15367483,0.31182796,0.402129066,128.0157204,sa3014682
Roberto Campos,DET,A,19,448,0.08928571,0.21651786,0.25806452,0.32589286,0.38461538,0.71050824,0.12655086,0.32565789,0.330298845,102.6115096,sa3014683
Arol Vera,LAA,A,19,551,0.09618875,0.27041742,0.2073922,0.29090909,0.28131417,0.57222326,0.07392197,0.28698225,0.278318074,54.61206457,sa3014687
Adrian Placencia,LAA,A,19,469,0.16204691,0.30277186,0.2539267,0.38675214,0.42670157,0.81345371,0.17277487,0.36681223,0.381769727,115.9453065,sa3014688
Luis Rodriguez,LAD,A,19,506,0.1284585,0.31422925,0.2412993,0.34387352,0.36890951,0.71278303,0.12761021,0.34962406,0.337473969,89.68374048,sa3014689
Jose Salas,MIA,"A,A+",19,474,0.0907173,0.20042194,0.25,0.33898305,0.38349515,0.7224782,0.13349515,0.3022508,0.337339324,106.8722392,sa3014690
Hedbert Perez,MIL,A,19,441,0.06802721,0.29931973,0.21621622,0.27210884,0.39312039,0.66522923,0.17690417,0.27862595,0.30600644,81.99027207,sa3014692
Alex Ramirez,NYM,"A,A+",19,552,0.07971014,0.22101449,0.2811245,0.34601449,0.43574297,0.78175746,0.15461847,0.35054348,0.358489069,118.6027028,sa3014695
Jasson Dominguez,NYY,"A,A+,AA",19,530,0.13584906,0.24150943,0.27272727,0.3754717,0.46119734,0.83666904,0.18847007,0.34516129,0.383356063,134.7220228,sa3014696
Robert Puason,OAK,"A,CPX",19,359,0.06685237,0.33704735,0.21406728,0.2729805,0.29663609,0.56961659,0.08256881,0.3236715,0.269835411,53.26074125,sa3014697
Robert Hassell III,SDP,"A+,AA",20,513,0.11111111,0.2202729,0.27333333,0.35672515,0.40666667,0.76339182,0.13333334,0.34042553,0.347876666,113.6671115,sa3014701
Aeverson Arteaga,SFG,A,19,565,0.08672566,0.27433628,0.27037773,0.34513274,0.43141153,0.77654427,0.1610338,0.3620178,0.356545092,100.9904111,sa3014707
Jhon Diaz,TBR,CPX,19,165,0.07272727,0.31515152,0.22516556,0.28484848,0.36423841,0.64908689,0.13907285,0.32653061,0.30898743,80.82696176,sa3014710
Maximo Acosta,TEX,A,19,456,0.0877193,0.19078947,0.26237624,0.34140969,0.36138614,0.70279583,0.0990099,0.32484076,0.33660734,100.5915009,sa3014711
Estiven Machado,TOR,A,19,380,0.1,0.25526316,0.26253687,0.34210526,0.34513274,0.687238,0.08259587,0.36514523,0.328463131,101.4394931,sa3014715
Sammy Infante,WSN,A,21,417,0.09592326,0.30455635,0.20980926,0.29976019,0.40599455,0.70575474,0.19618529,0.26666667,0.328127582,95.43694924,sa3014717
Roismar Quintana,WSN,CPX,19,199,0.04522613,0.23115578,0.28888889,0.34170854,0.43888889,0.78059743,0.15,0.35606061,0.368873519,115.8744068,sa3014718
Duke Ellis,CHW,"A+,AA",24,459,0.10457516,0.25272331,0.27525253,0.36343612,0.39646465,0.75990077,0.12121212,0.36861314,0.351223039,111.3005684,sa3014816
Justin Lavey,SEA,A+,24,368,0.09782609,0.31793478,0.22960725,0.30434783,0.35649547,0.6608433,0.12688822,0.33492823,0.302948292,86.61512368,sa3014817
J.C. Correa,HOU,A+,23,453,0.0816777,0.0794702,0.30940594,0.36423841,0.44554455,0.80978296,0.13613861,0.31707317,0.364471053,119.7210139,sa3014823
Elijah Dunham,NYY,AA,24,485,0.12164948,0.21237113,0.24819277,0.34845361,0.44819277,0.79664638,0.2,0.28762542,0.352208004,118.245556,sa3014827
Micah Pries,CLE,AA,24,504,0.08333333,0.23214286,0.265625,0.34126984,0.47321429,0.81448413,0.20758929,0.31962025,0.353680541,119.2107153,sa3014830
Matt Koperniak,STL,"AA,AAA",24,442,0.09276018,0.18552036,0.29123711,0.36446469,0.44329897,0.80776366,0.15206186,0.33445946,0.362673073,107.8434401,sa3014834
Sheng-Ping Chen,ARI,"A,A+",21,367,0.08174387,0.26702997,0.23564955,0.30684932,0.34138973,0.64823905,0.10574018,0.3231441,0.30523283,73.00257268,sa3014837
Pedro Leon,HOU,AAA,24,504,0.14087302,0.28769841,0.22760291,0.36507937,0.43099274,0.79607211,0.20338983,0.30555556,0.354243748,102.5861413,sa3014838
L.J. Jones,STL,A+,23,440,0.07045455,0.20454545,0.26142132,0.32801822,0.44923858,0.7772568,0.18781726,0.30508475,0.348138364,113.7977951,sa3014840
Landon Stephens,ATL,"A+,AA",24,483,0.13043478,0.30020704,0.2025,0.33126294,0.4125,0.74376294,0.21,0.24894515,0.340688332,103.6142163,sa3014884
Bryson Horne,ATL,A+,23,413,0.07990315,0.26634383,0.24396783,0.30992736,0.38873995,0.69866731,0.14477212,0.31372549,0.317476052,90.14460778,sa3014891
Kale Emshoff,KCR,A+,24,415,0.0939759,0.35662651,0.22437673,0.31566265,0.3767313,0.69239395,0.15235457,0.33658537,0.317993988,94.39858944,sa3014934
